,Store Code,Site Name,Store Type,TNS Link ID,TNS Name Portal,Region,Installed,Closure Date,Router Serial No,Primary,Owner,Speed,Service ID / Serial No,Service No / MAC,Account ,Secondary,Owner,Service ID / Serial No,Service No / MAC,Account,Router IP Address ,LAN Core IP ,Switch Model,Switch Serial No,Phone 1,Phone 2,Phone 3,Phone 4,Phone 5,Phone 6,Service Address
63,5116,Daiso AMY Kulai Jaya,Daiso,vxmb00033v,VAD_Kulai,Johor,28-Sep-16,,FGL204023JF,TM - Streamyx,Aeon,1mbps,daisokj@streamyx,6076637712,A600131701303,3G - Maxis,TNS,8.96001E+18,,,192.169.1.1,8 PORT SWITCH,,,,,,,,,"F47, First Floor, PTD 106273, Persiaran Indahpura Utama, Bandar Indahpura, 81000 Kulaijaya, Johor."
64,5119,Daiso AMY Taiping,Daiso,vxmb00036v,VAD_Taiping,Perak,30-Sep-16,,FGL204023LE,TM - Streamyx,Aeon,1mbps,daisotpg@streamyx,6058048091,A600210167008,3G - Celcom,TNS,8.96019E+17,,,192.169.13.1,8 PORT SWITCH,,,,,,,,,"LotF09, 1st Floor, AEON Mall Taiping, Jalan Kamunting 34000 Taiping, Perak "
65,5122,Daiso Atria,Daiso,vxmb00031v,VAD_Atria,Selangor,27-Aug-16,,FGL204023K5,TM - Unifi,Aeon,100mbps,daiso_atria1@unifibiz,60377316397,1026204709,3G - Celcom,TNS,8.96019E+18,,,192.169.10.1,8 PORT SWITCH,,,,,,,,,"Lot T01, 3rd Floor, Atria Shopping Gallery,Jalan SS 22/27, Damansara Jaya, 47400 Petaling Jaya, Selangor "
66,5138,Daiso Bandar Dato’ Onn (Kempas),Daiso,vxmb00066v ,VAD_Kempas,Johor,14-Aug-17,,FGL204023GP,TM - Unifi,Vinx,100mbps,,6073614570,1034638237,3G - Celcom,TNS,8.96019E+18,,,192.169.14.1,8 PORT SWITCH,,,,,,,,,"Lot F-23, 1st Floor, AEON Mall Bandar Dato’ Onn, No. 3, Jalan Dato’ Onn 3, Bandar Dato’ Onn, 81100 Johor Bahru."
67,5104,Daiso Bandar Utama,Daiso,vxma00083v,VAD_BandarUtama,Selangor,23-Nov-18,,FGL22319211,TM - Unifi,Vinx,10mbps,daiso.bdrutama@unifibiz,03-77312857,,3G - Maxis,TNS ,8.96001E+18,,"WiFi Enable 
Username: Daiso
Password: 0192606890",,13 PORT SWITCH,SG95D-08,DNI204906ZQ,,,,,,,"Daiso Bandar Utama, Lower Ground Floor, AEON Bandar Utama, No.1, Lebuh Bandar Utama, Bandar Utama Damansara, Petaling Jaya 47800 Selangor
"
68,5155,Daiso Bele Time,Daiso,vxmb00102v,5155_VAD_BeleTime,Johor,5-Dec-19,,FGL225013BS,TM - Unifi,Vinx,10 Mbps,daiso_beletime@unifibiz,07-27071506,,3G - Maxis,TNS,8.96001E+18,,,192.169.34.1,192.169.34.0,CISCO SG95D-08,DNI232603T7,07-2071506,,,,,,"Lot GF-63,Ground Floor, Bele Time Danga Bay, Danga Bay Jln Skudai, 80200 Johor Bahru."
69,5143,Daiso Bukit Indah ,Daiso,vxma00034v,VAD_Bukitindah,Johor,23-Mar-18,,FGL204023L8,TM - Streamyx,Vinx,2mbps,daiso_bi@streamyx,6072321437,U600337971103,3G - Maxis,TNS ,8.96001E+17,,,192.169.18.1,8 PORT SWITCH,SG95D-08,DNI203702A2,,,,,,,"LOTS16, SECOND FLOOR, AEON MALL BUKIT INDAH, NO.8, JALAN INDAH 15.2, TAMAN BUKIT INDAH,81200,JOHOR BAHRU. "
70,5110,Daiso Cheras Selatan,Daiso,vxma00102v,5110_VAD_CherasSelatan ,Selangor,18-Feb-20,,FGL225013BZ,TM Unifi,Vinx,10mbps,daiso_cheras@unifibiz,60390827399,,3G - Digi,TNS ,8.96016E+19,,,192.169.39.1,192.169.39.0,CISCO SG95D - 08,DNI204906VT,,,,,,,"Lot F51, First Floor, Aeon Mall Cheras Selatan, Lebuh Tun Hussein Onn, 43200, Balakong, Selangor Darul Ehsan"
71,5123,Daiso Dpulze,Daiso,vxma00033v,VAD_Dpulze,Selangor,5-May-15,,FGL204023JM,TM - Unifi,Aeon,100mbps,aeondpulze@unifibiz,60383225782,1023716341,3G - Maxis,TNS ,8.96001E+18,,,192.169.2.1,8 PORT SWITCH,,,,,,,,,"LotUG11, Upper Ground Floor, D'Pulze Shopping Centre, Persiaran Multimedia, 63000 Cyberjaya "
72,5151,Daiso Eko Cheras,Daiso,vxma00092v,5151_VAD_EkoCheras,Selangor,20-Sep-19,,FGL2302157L,TM - Unifi,Vinx,10mbps,daiso.ekocheras@unifibiz,,,3G - Celcom,TNS,8.96019E+18,,,192.169.31.1/24,8 PORT SWITCH,SG95D - 08,DNI20130EL3,03-91337043 (OFFICE),,,,,,"Lot S-68, 2nd floor Eko Cheras Mall, Taman Mutiara Barat, 9th Miles Cheras, 56000 Cheras,Selangor"
73,5139,Daiso Evo Bangi,Daiso,vxma00069v,VAD_BangiEvo,Selangor,18-Dec-17,,FGL2104220F,TM - Unifi,Vinx,10mbps,evo199@unifibiz,03-89208679,1044912481,3G - Digi,TNS ,8.96016E+19,,,192.169.16.1,8 PORT SWITCH,SG95D-08,DNI204906VF,,,,,,,"G09, Ground Floor, EVO Shopping Centre, Seksyen 9, 43650, Bandar Baru Bangi, Selangor"
74,5126,Daiso Jaya SC,Daiso,vxma00029v,VAD_Jayasc,Selangor,10-Aug-16,,FGL204023GN,TM - Unifi,Aeon,5mbps,daiso_jsc1@unifibiz,60379313971,1027282746,3G - Maxis,TNS ,8.96001E+18,,,192.169.4.1,8 PORT SWITCH,,,,,,,,,"Lot L4-20 to L4-29, 4th Floor, Jaya Shopping Centre, Jalan Semangat, 46100 Petaling Jaya, Selangor "
75,5113,Daiso Kiara,Daiso,vxma00085v,5113_VAD_Kiara,Kuala Lumpur,21-Nov-18,,FGL204023JU,TIME ,Vinx,20Mbps,billing80@timebb (7we208971g),TBBN208971G,4.98E+11,3G - Maxis,N'osairis,8.96001E+18,,,,13 PORT SWITCH,SG95D-08,DNI2037025A,03-64195729,03-64195730,,,,,"Lot No. LG2-17, LG2 Floor, 163 Retail Park, Jalan Kiara 1 / Mont Kiara, Mont Kiara, 50480 Kuala Lumpur"
76,5127,Daiso Kinta City,Daiso,vxmb00069v ,VAD_KintaCity,Perak,23-Nov-17,,FGL21042203,TM - Streamyx,Vinx,2mbps,d_kintac@streamyx,05-5439030,,3G - Digi,TNS,8.96016E+19,,,192.169.15.1,8 PORT SWITCH,,,,,,,,,"Lot F55, 1st Floor, Aeon Mall Kinta City. No. 2, Jalan Teh Lean Swee,  Off Jalan Sultan Azlan Shah Utara 31400 Ipoh."
77,5131,Daiso KL Festival City,Daiso,vxma00030v,VAD_Klfestivalcity,Kuala Lumpur,5-Aug-16,,FGL204023JZ,TM - Unifi,Aeon,5mbps,daisoklfc@unifibiz,60341417397,1027374949,3G - Celcom,TNS,8.96019E+17,,,192.169.3.1,8 PORT SWITCH,,,,,,,,,"Lot F19, 1st Floor, KL Festival City Mall, Taman Danau Kota, Setapak, 53300 Kuala Lumpur "
78,5128,Daiso Klebang,Daiso,vxmb00035v,VAD_Klebang,Perak,29-Sep-16,,FGL204023H3,TM - Streamyx,Aeon,1mbps,daisoklb@streamyx,6052919200,U600263140606,3G - Celcom,TNS,8.96019E+17,,,192.169.64.1,8 PORT SWITCH,,,,,,,,,"Daiso Ipoh Klebang, Lot S22, 2nd Floor, AEON Mall Ipoh Klebang, 31200, Chemor, Perak "
79,5129,Daiso Kota Bharu,Daiso,vxmb00037v,VAD_Kotabharu,Kelantan,4-Jul-16,,FGL204023L9,TM - Unifi,Vinx,30mbps,daisoaeonkbharu@unifibiz,09-7405172,1009106277,3G - Maxis,TNS,8.96001E+18,,,192.169.22.1,8 PORT SWITCH,,,,,,,,,"Daiso Kota Bharu, Pusat Beli-Belah AEON Kota Bharu, Lembah Sireh, 15050 Kota Bharu, Kelantan"
80,5157,Daiso KTCC,Daiso,vxmb00105v,5157_VAD_KTCC ,Terengganu,16-Mar-20,,FGL2303101K,TM Unifi,Vinx,10mbps,daiso_ktcc@unifibiz,,,,,,,,192.169.36.1,192.169.36.0,CISCO SG95D - 08 ,DNI232603S8,,,,,,,"Daiso KTCC, Lot 2-09,2-10 & 2-11,2nd Floor,Kuala Terengganu City Centre Mall, Lot PT 4191, Muara Selatan, 20000,Kuala Terengganu, Terengganu Darul Iman."
81,5141,Daiso Kuching Central,Daiso,vxmb00075v,VAD_KuchingCentral,Kuching,26-Mar-18,,FGL210421ZH,TM - Unifi,Vinx,100mbps,amy_daisokuching@unifibiz,08-2232183,,3G - Maxis,TNS,8.96001E+17,,,192.169.19.1,8 PORT SWITCH,SG95D-08,DNI2049071A,,,,,,,"LOT S37, 2nd FLOOR,  , AEON MALL KUCHING CENTRAL, NO.88, JALAN DATUK PATINGGI HAJI AHMAD ZAIDI ADRUCE, 93200 KUCHING, SARAWAK."
82,5112,Daiso Metro Prima,Daiso,vxma00032v,VAD_Metroprima,Kuala Lumpur,29-Dec-15,,FGL204023LF,TM - Streamyx,Vinx,4mbps,daisompr@streamyx,03-62500528,U600360783906,3G - Celcom,TNS,8.96019E+17,,,192.169.6.1,8 PORT SWITCH,,,,,,,,,"Daiso @ Metro Prima, Lot G17-C,  ÆON Metro Prima Store & Shopping Centre, No 1, Jalan Metro Prima, Kepong, 52100 Kuala Lumpur. / VINX- to request for an upgrade upon contract sign off"
83,5136,Daiso My Town,Daiso,vxma00062v,VAD_Mytown,Kuala Lumpur,13-Jan-17,,FGL204023J2,TIME,Vinx,10mbps,billing@nosairis.com,TBBN090120G,2.59E+11,3G - Maxis,TNS,8.96001E+18,,,192.169.9.1,8 PORT SWITCH,,,,,,,,,"Daiso @ My Town, Lot L3-017, 3rd Floor,Mytown Shopping Centre,Jalan Cochrane,55100 Kuala Lumpur"
84,5149,Daiso Nilai,Daiso,vxmb00088v,VAD_Nilai,N9,2-Jan-19,,FGL204023H0,TM - Unifi,Vinx,10mbps,daiso.amynilai@unifibiz,6067946403,1041465988,3G - Maxis,TNS,8.96001E+18,,,192.169.26.1    ,13 PORT SWITCH,AT-FSW708,04B154200440,,,,,,,"F41, 1st Floor, AEON Nilai Mall, No.2, Persiaran Pusat Bandar Putra Point, Putra Nilai, 71800, Nilai, Negeri Sembilan."
85,5118,Daiso Palm Mall,Daiso,vxmb00034v,VAD_Palmmall,N9,27-Jul-16,,FGL204023JH,TM - Streamyx,Aeon,1mbps,fppm5118@streamyx,6067656136,A600195161301,3G - Maxis,TNS,8.96001E+18,,,192.169.23.1,8 PORT SWITCH,,,,,,,,,"F24 & F25, 1st Floor, Palm Mall, Kemayan Square, Jalan Sungai Ujong, 70200, Seremban. "
86,5133,Daiso Princess Cove,Daiso,vxmb00090v,5133_VAD_PrincessCove,Johor,3-Apr-19,,FGL2231920X,TIME ,Vinx,20mbps,318B086000372,34E8944A8F38,TBBN248477G,3G - Maxis,TNS,8.96001E+18,,,192.169.30.1  ,8 PORT SWITCH,CISCO SG95D-08,DNI204906Z3,Phone 1: 07-2673880,Phone 2: 07-2673881,,,,,"Daiso Princess Cove, Lot 2-005, R&F Princess Cove, Mercu 1, Jalan Tanjung Puteri, R&F Tanjung Puteri, 80300, Johor Bahru"
87,5102,Daiso Queensbay Mall,Daiso,vxmb00032v,VAD_Queensbaymall,Penang,19-Aug-16,,FGL204023JG,TM - Streamyx,Aeon,1mbps,daisoqb@streamyx,6046463151,K940741716810,3G - Celcom,TNS,8.96019E+17,,,192.169.24.1,8 PORT SWITCH,,,,,,,,,"Lot 07 & 08, First Floor, North Zone, Queensbay Mall, Persiaran Bayan Indah, 11900 Bayan Lepas, Pulau Pinang, Malaysia."
88,5130,Daiso Shah Alam,Daiso,vxma00031v,VAD_Shahalam,Selangor,9-Mar-16,,FGL204023L7,TM - Unifi,Vinx,50mbps,daisoaeonshahalam@unifibiz,03-55241773,1044907259,3G - Maxis,TNS,8.96001E+18,,,192.169.21.1,8 PORT SWITCH,,,,,,,,,"Daiso Shah Alam, First Floor (Lot No. F-05), AEON Mall Shah Alam, 40100, Shah Alam, Selangor "
89,5146,Daiso Spring,Daiso,vxmb00084v,5146_VAD_TheSpring,Kuching,25-Mar-19,,FGL225212VW,TM - Streamyx,Vinx,2mbps,d.spring@streamyx,082-230403,U600352345708,3G - Maxis,TNS,8.96001E+18,,,192.169.28.1,8 PORT SWITCH,CISCO SG95D-08,DNI1204906TJ,,,,,,,"Daiso Spring, Lot No.157 & 158, 1st Floor, The Spring Mall, Persiaran Spring, 93300, Kuching, Sarawak."
90,5137,Daiso Starling,Daiso,vxma00063v,VAD_Starling,Selangor,13-Mar-17,,FGL204023H2,UptownNet,Vinx,10MBPS,"For Support contact:
010-2224860 - 360 Tech (Service Provider) 018-9888060
012 4901963 (10am-10pm Daily) (Mall Management)",,1067-D,3G - Maxis,N'osairis,8.96001E+18,,,192.169.11.1,8 PORT SWITCH,,,03-76625454 ,,,,,,"Starling Mall, Jalan SS21/37, Damansara Utama, 47400 Petaling Jaya, Selangor"
91,5132,Daiso Sunway Velocity,Daiso,vxma00058v,VAD_SunwayVelocity,Kuala Lumpur,,,FGL204023KP,TIME,Vinx,10mbps,jonie.tan@nosairis.com,TBBN077144G,2.44E+11,3G - Celcom,TNS,8.96019E+17,,,192.169.8.1,8 PORT SWITCH,,,,,,,,,"Daiso Sunway Velocity Mall, Lot 4-09, 4th Floor,Sunway Velocity Mall,Batu 2 1/2 Jalan Cheras,55100 Kuala Lumpur"
92,5106,Daiso Taman Maluri ,Daiso,vxma00098v,5106_VAD_TamanMaluri,Kuala Lumpur,1-Nov-19,,FGL2303102N,TM - Unifi,Vinx,10mbps,daiso.aeonmaluri@unifibiz,,,3G - Celcom,TNS,8.96019E+18,,,192.169.36.1,192.169.36.0,CISCO SG95D-08,DNI22370710,0392266355 (Line 1) ,,,,,,"Daiso Taman Maluri,G-13, Ground Floor, Aeon Taman Maluri Shopping Centre, Jalan Jejaka, Taman Maluri, Cheras, 55100 Kuala Lumpur"
93,5140,Daiso Tasek Central,Daiso,vxmb00079v,VAD_TasekCentral,Johor,9-Jul-18,,FGL2150920C,TM - Unifi,Vinx,100mbps,daiso.tasekcentral@unifibiz,07-5121782,,3G - Maxis,TNS,8.96001E+18,,,192.169.20.1,8 PORT SWITCH,SG95D-08,DNI204906XH,,,,,,,"LOT 2-70, 2ND FLOOR, TASEK CENTRAL MALL, NO.2, JALAN PENDEKAR 16, TAMAN UNGKU TUN AMINAH, 81300 SKUDAI, JOHOR BAHRU"
94,5135,Daiso Tebrau City,Daiso,vxmb00067v,VAD_TebrauCity,Johor,13-Oct-16,,FGL21042206,TM - Streamyx,Vinx,2mbps,daisote@streamyx,07-3518967,U600360798302,3G - Maxis,TNS,8.96001E+18,,,192.169.7.1,8 PORT SWITCH,,,,,,,,,"Lot s112 aeon mall tebrau city. No. 1, jalan tebrau, taman desa tebrau 81100 johor bahru"
95,5145,Daiso Toppen,Daiso,vxmb00097v,5145_VAD_Toppen,Johor,24-10-2019,,FGL23021570,TIME,Vinx,20mbps,nathan314@timebb,383298,TBBN 346225G,3G - Maxis,TNS,8.96001E+18,,,192.169.32.1,8 PORT SWITCH,CISCO SG95D-08,DNI2237076B,07-2783070,07-2783076,,,,,"Daiso Toppen, Lot L2.46,2nd Floor, Toppen Shopping Centre, Taman Desa Tebrau, 81100, Johor Bahru, Johor."
96,5148,Daiso Viva Home,Daiso,vxma00087v,VAD_VivaHome,Kuala Lumpur,14-Dec-18,,FGL204023HG,TM - Unifi,Vinx,,daiso.vivahome@unifibiz,60392012355,1041293885,3G - Digi,TNS,8.96016E+19,3 GB,,192.169.27.1    ,13 PORT SWITCH,SG95D-08,DNI203702CA,"ATA MODEL: SY2101A
ATA SN: SLTSOYSY1805041037",392012355,,,,,"Daiso Viva Home Mall, Lot G-65 & G-65-1, Ground Floor, VIVA Shopping Mall, No.85, Jalan Loke Yew, Kuala Lumpur
"
97,3011,MaxValue Bangi ,MaxValue,vxma00067v ,MX_BangiEvo,Selangor,5-Dec-17,,FGL210421ZF,TM - Unifi,Vinx,10Mbps,maxvaluewvomall@unifibiz,03-89123046,1044907564,3G - Digi,TNS,8.96016E+19,,,172.70.1.2,,,,,,,,,,"Maxvalu Bangi, G09, Ground Floor, EVO Shopping Centre, Seksyen 9, 43650, Bandar Baru Bangi"
98,3015,MaxValue Bangsar South,MaxValue,vxma00071v,MX_TheSphere,Kuala Lumpur,15-Jan-18,,FGL204023L1,TM - Unifi,Vinx,100Mbps,max02@unifibiz,03-22420896,1044907861,3G - Digi,TNS,8.96016E+19,,,172.71.1.2,,,,,,,,,,"Wellness The Sphere, Unit LG-1A & 1B, Level LG, The Sphere, No.1, Avenue 1, Bangsar South,No.8, Jalan Kerinchi, 59200 Kuala Lumpur."
99,3021,MaxValue Bele Time,Maxvalue,vxmb00099v,3021_MX_BeleTime,Johor,11-Jul-19,,FGL2303103P,TM - Unifi,Vinx,10 Mbps,mx_dangabay@unifibiz,,,3G - Maxis,TNS,8.96001E+18,,,172.79.1.2,172.79.0.0,,,,,,,,,"Lot No. G31, G32, G33, G32, G38, Bele Time Country Garden@Danga Bay, Johor Bahru, 80200 Johor"
100,3020,Maxvalue New Desa Park City,Maxvalue,vxma00094v,3005  _MX_DesaPark,Kuala Lumpur,9-Oct-19,,FGL2303103H,TM - Unifi,Vinx,20mbps,amy_max.desapark@unifibiz,03-62630069,1031121773,3G - Celcom,TNS,8.96019E+18,,,172.57.1.2,,,,,,,,,,"Lot No. GF22, Ground Floor, The Waterfront @ ParkCity, 5, Persiaran Residen, Desa ParkCity 52200 Kuala Lumpur"
101,3018,Maxvalue Palm Mall,MaxValue,vxmb00095v,3018_MX_PalmMall,N9,9-Apr-19,,FGL225212VT,TM - Streamyx,Vinx,4Mbps,mxpalmal@streamyx,06-07612029,,3G - Celcom,TNS,8.96019E+17,,,172.76.1.2/16,,,,,,,,,,"No. 16 Ground Floor, Palm Mall, 70200 SEREMBAN, 70200 Seremban, Negeri Sembilan"
102,3016,MaxValue Quill City,MaxValue,vxma00013v,MX_QuillCity,Kuala Lumpur,15-Oct-18,,FGL204023JL,TM - Unifi,Vinx,20mbps,amy.quill@unifibiz,03-22028613,1030983769,3G - Maxis,TNS,8.96001E+17,,,172.54.0.1,172.54.0.2,,,,,,,,,"Lot LG-21, G-30, 1-30, 2-40 and 3-63, Kompleks Beli-Belah Quill, No. 1018, Jalan Sultan Ismail, 50250 Kuala Lumpur."
103,3012,MaxValue Section 17,MaxValue,vxma00078v,MX_Section17,Kuala Lumpur,17-Oct-18,,FGL204023HK,TIME,Vinx,20mbps,bizops870@timebb (vmd203505g),TBBN203505G,4.80E+11,4G - Celcom,N'osairis,8.96019E+17,,,,,,,03-76224815,03-76224816,,,,,"AEON Maxvalu Prime Seventeen Mall, No.998, Level L1-01, Jalan 17/38, Seksyen 17, 46400 Petaling Jaya, Selangor"
104,3017,Maxvalue Selayang Mall ,Maxvalue,vxma00096v,3017_MX_SelayangMall,Selangor,25-Oct-19,,FGL23021542,TM Unifi,Vinx,10 Mbps,maxvalueselayangmall@unifibiz,03-61282024,,3G - Digi,TNS,8.96016E+19,,,172.78.1.2/16,,,,,,,,,,"Lot LG.45, Lower Ground Floor Selayang Mall, Jalan SU9, Taman Selayang Utama,68100 Batu Caves, Selangor"
105,3009,MaxValue Sunway Velocity,MaxValue,vxma00059v,MX_SunwayVelocity,Kuala Lumpur,24-Nov-16,,FGL204023KC,TIME,Vinx,10mbps,jonie.tan@nosairis.com,TBBN077143G,2.44E+11,3G - Maxis,TNS,8.96001E+18,,,172.68.1.2,172.68.5.1,,,,,,,,,"B1-01, MaxValu Prime Sunway Velocity, Sunway Velocity Mall, Lingkaran SV, Sunway Velocity, 55100 Kuala Lumpur."
106,3019,Maxvalue United Point,Maxvalue,vxma00101v,3019_MX_UnitedPoint,Kuala Lumpur,20-Dec-19,,FGL225013BN,TIME,Vinx,20mbps,usha138@timebb,TBBN387342G,,3G - Maxis,TNS,8.96001E+18,,,172.80.1.2/16,172.80.0.0/16 ,,,,,,,,,"Unit LG-3 Lower Ground Floor, The United Point, Pusat Perdagangan Berpadu, No.10, Jalan Lang Emas, 51200 Kuala Lumpur."
107,5801,Petemo Tebrau City (Pet Shop),Petemo,vxmb00085v,5801_Petemo_TebrauCity,Johor,22-Nov-19,,FGL23031042,TM - Unifi,Vinx,10Mbps,apet_tebrau@unifibiz,,,3G - Digi,TNS,8.96016E+19,,,192.170.16.0,192.170.16.1,CISCO SG95D-08,DNI22370796,,,,,,,"AEON Pet Shop, Lots 101, 2nd floor, Aeon Mall Tebrau City, No 1 Jalan Desa Tebrau, 81100 Johor Bahru"
108,4301,ROHM Wako Mini Convenience Shop Kota Bahru,Mini Convenience Shop,vxmb00103v,4301_MCS_ROHM-Wako,Kelantan,18-Dec-19,,FGL2250128V,YES 4G LTE,N'osairis,,YESLB0132170,8.96015E+18,01130222348@YES.MY,3G - Celcom,TNS,8.96019E+18,,,192.170.18.1/24,192.170.18.0/24,CISCO SG95D-08,DNI232603ZD,"03-78903118 (Counter Terminal 1)
TEMPORARY YEASTAR ATA","03-78903119 (Counter Terminal 2)
TEMPORARY YEASTAR ATA",,,,,"ROHM-WAKO Electronics (Malaysia) Sdn Bhd ,Lot 1320, Kawasan Perindustrian Pengkalan Chepa 2, Padang Tembak,16100, Kota Bharu, Kelantan."
109,5010,Wellness   Bandar Sunway,Wellness,vxma00074v,Wellness_Bandar_Sunway,Selangor,19-Jul-18,,FGL215091YF,TM - Unifi,Vinx,,wellness_spyramid@unifibiz,356114730,1039221401,3G - Celcom,N'osairis,8.96019E+17,,,,9 PORT SWITCH,,,356114730,356110256,356110538,356112406,,,"Wellness Bandar Sunway AEON Bandar Sunway LG2, Sunway Pyramid No. 3, Jalan PJS 11/15 Bandar Sunway 46150 Petaling Jaya Selangor Darul Ehsan"
110,5007,Wellness  Taman Maluri,Wellness,vxma00089v,5007_VAW_TamanMaluri,Kuala Lumpur,1-Aug-19,,FGL225212WA,TM - Unifi,Vinx,10mbps,wellness_maluri@unifibiz,03-92026211,1043768561,3G - Celcom,TNS,8.96019E+18,,,192.168.84.1,8 PORT SWITCH,CISCO SG95D-08 PORT,DNI22440P06,03-92026211 (Office),03-92025529 (Counter 1),03-92026865 (Counter 2),03-92028200 (Counter 3),03-92026712 (Pharmacy),,"Wellness AEON Taman Maluri, Ground Floor, AEON Maluri Taman Maluri, 52, Jalan Jejaka, Maluri, 55100, Kuala Lumpur"
111,5008,Wellness  Taman Equine,Wellness,vxma00081v,VAW_ TamanEquine,Kuala Lumpur,14-Nov-18,,FGL2231920S,TM - Unifi,Vinx,10mbps,wellness_tmnequine1@unifibiz,,,3G - Celcom,TNS,8.96019E+18,,,,11 PORT SWITCH,SG95D-08,DNI204906SX,03-89576463 (ATA),03-89576292 (BTU),03-89579334 (BTU),,,,"Wellness Taman Equine, LG17, Lower Ground Floor,  AEON Mall Taman Equine, No.2, Jalan Equine Taman Equine, Bandar Putra Permai, 43300, Seri Kembangan, Selangor"
112,5087,Wellness ABG Falim,Wellness,vxmb00093v,5087_VAW_Falim,Perak,21-Jun-19,,FGL225212WC,TM - Streamyx,Vinx,2mbps,w_falim@streamyx,05-2810426,,3G - Digi,TNS,8.96016E+19,,,192.168.83.1/24,8 PORT SWITCH,CISCO SG95D-08 PORT,DNI1924009P,05-2810584,05-2810495,,,,,"Wellness AEON Big Falim,Lot G43A, Ground Floor,AEON Big Midtown Falim,No. 1, Hala Falim 1, Taman Mas Jaya, Falim,30200 Ipoh, Perak"
113,5022,Wellness ABG Penang Prai,Wellness,vxmb00048v,VAW_ABGpenangprai,Penang,30-Sep-16,,FGL204023KY,TM - Streamyx,Vinx,2mbps,abg_wsp@streamyx,6043901536,U600301565003,3G - Digi,TNS,8.96016E+19,,,192.168.16.1,8 PORT SWITCH,,,04-3901592 (A60019-889-8902),04-3901466,04-3900716,04-3900517,,,"AEON BIG Penang Prai, LOT F 2.29, F 2.30, AEON BIG PENANG PRAI, 2929 Jalan Kelisa Emas 1, Seberang Jaya, 13700 Perai, Penang"
114,5048,Wellness ABG Puchong Utama,Wellness,vxma00057v,VAW_Puchongutama,Selangor,25-May-15,,FGL204023HS,TM - Streamyx,Vinx,2mbps,wellpu@streamyx,60380600768,U600360814204,3G - Maxis,TNS,8.96001E+18,,,192.168.11.1,8 PORT SWITCH,,,03-80600461 (A60025-376-7002),03-80600597,03-80600867,,,,"Lot G.01, Persiaran Puchong Utama 47100 Puchong, Selangor Darul Ehsan"
115,5019,Wellness ABG Subang Jaya,Wellness,vxma00037v,VAW_ABGsubangjaya,Selangor,1-Aug-16,,FGL204023K6,TM - Unifi,Vinx,5mbps,abg_w.subang.jaya16@unifibiz,60356113754,1030988263,3G - Digi,TNS,8.96016E+19,,,192.168.2.1,8 PORT SWITCH,,,Tel 1 : 03-56113754,Tel 2 : 03-56111940 (credit card),TM ATA Phone 1 : 03-56114221 (credit card),TM ATA Phone 1 : 03-56114523 (credit card),"03-56210486 (A60014-320-7405)
03-56210293/03-55245897",,"Lot G12, Ground Floor, AEON BIG Subang Jaya Shopping Centre, No. 3, Jalan SS16/1, 47500 Subang Jaya, Selangor"
116,5029,Wellness ABG Wangsa Maju,Wellness,vxma00038v,VAW_ABGwangsamaju,Kuala Lumpur,8-Aug-16,,FGL204023KZ,TM - Streamyx,Vinx,2mbps,ninx123@streamyx,60341420573,U600296507104,3G - Celcom,TNS,8.96019E+17,,,192.168.4.1,8 PORT SWITCH,,,03-41420751 (A60018-232-3509),03-41420758,03-41421544,03-41421670,,,"AEON BIG Wangsa Maju Lot F2.32, AEON BIG Wangsa Maju Shopping Centre, No 6, Jalan 8/27A, Section 5, Wangsa Maju, 53300 KL"
117,5043,Wellness Aman Sentral,Wellness,vxmb00051v,VAW_Amansentral,Kedah,12-Nov-15,,FGL204023KL,TM - Streamyx,Vinx,2mbps,aeonas@streamyx,04-7304900,U600360814801,3G - Maxis,TNS,8.96001E+18,,,192.168.36.1,8 PORT SWITCH,,,04-7313423 (Phone at server room),04-7313842 (cc1),04-7313844 (cc 2),,,,"AEON Wellness Aman Central, L3-30,No1, Aman Central,Lebuhraya Darul Aman, 05100 Alor Setar,Kedah Darul Aman."
118,5088,Wellness Ampang Point,Wellness,vxma00093v,5088_VAW_AmpangPoint,Selangor,20-Sep-19,,FGL225212W8,TM - Unifi,Vinx,10mbps,wellness_ampangp@unifibiz,,,3G - Maxis,TNS,8.96001E+18,,,192.168.88.1/24,8 PORT SWITCH,SG95D - 08,DNI22440P04,03-42664271 (Office Line),03-42654917 (Line 1),03-42668076 (Line 2),,,,"Lot G06, Grd Floor, Ampang Point Shopping Centre, Jalan Mamanda 3, Ampang 68000 Selangor"
119,5014,Wellness AMY Ampang Utara (AU2),Wellness,vxma00043v,VAW_Amyampangutara,Selangor,27-Sep-16,,FGL204023HJ,TM - Unifi,Vinx,5mbps,amy_w.au2@unifibiz,60342652019,1031440108,3G - Digi,TNS,8.96016E+19,,,192.168.5.1,8 PORT SWITCH,,,03-42510758 (A60018-301-3209),03-42511361,03-42511362,03-42511364,,,"Setiawangsa, Ground Floor, No.6 Jalan Taman Setiawangsa (Jalan 37/56), AU2, Taman Keramat, 54200 Kuala Lumpur"
